sample_id,original_text,reference_summary,generated_summary,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f,bleu
288,海南定安的王女士近期向媒体热线报料称，她的儿子小沼在海口秀英永兴镇一所幼儿园上学期间突发疾病，被医院诊断为右肾突发先天性肾积水，儿子在校期间购买学平险却无法理赔。,男童遭老师殴打致肾积水？海口一幼儿园否认,海南定安的王女士近期向媒体热线报料称，她的儿子小沼在海口秀英永兴镇一所幼儿园上学期间突发疾病，被医院诊断为右肾突发先天性肾积水，儿子在校期间购买学平险却无法理赔。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005381887058206485
289,周三，美国能源信息署(EIA)数据显示，美国4月10日当周EIA原油库存增加129.4万桶，低于预期增加的360万桶，此前一周为增加1094.9万桶。美国EIA原油库存总量再创新高,上周美国EIA原油库存增长不及预期油价大涨5%,周三，美国能源信息署(EIA)数据显示，美国4月10日当周EIA原油库存增加129.4万桶，低于预期增加的360万桶，此前一周为增加1094.9万桶。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02818299888381893
290,2014年-2015年榨季已经开始，但临高和儋州两地的糖厂上一个榨季拖欠近一年的蔗款还没支付，这让他们很着急。临高扶提西村每家每户都种甘蔗，估计有五、六十户人家的甘蔗钱都没拿到，按每户平均3000元算，约有十多万元蔗钱没有结。,苦啊！临高儋州农民拿“白条”讨蔗钱,2014年-2015年榨季已经开始，但临高和儋州两地的糖厂上一个榨季拖欠近一年的蔗款还没支付，这让他们很着急。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067177027389942
291,4月5日，一名甘姓男子在琼海市塔洋镇粮所门口给自己“动起了手术”，用啤酒瓶碎片刺破自己的肚子，肠子从肚子流了出来，还好被120送往医院及时抢救。目前，该男子还在医院接受治疗。琼海警方已就该男子是否吸毒开始展开调查。,琼海男子疑吸毒产生幻觉搬起石头砸头用玻璃刺肚,目前，该男子还在医院接受治疗。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01909690192411307
292,近期，一篇《独生子女不能继承父母遗产，99.99%的人都想不到》微信文章在朋友圈疯传。文中罗列种种阻碍独生子女继承父母遗产的情况，还称一名独生子在继承父母遗产过程中，法院、公证处均吃“闭门羹”。海南在此方面有何规定？,独生子女不能继承父母遗产?海南公证员：不切实际,文中罗列种种阻碍独生子女继承父母遗产的情况，还称一名独生子在继承父母遗产过程中，法院、公证处均吃“闭门羹”。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03320949218339255
293,隔夜受美国经济数据疲软，金价暂时守住1180关键支撑位，市场对加息时间点再度陷入分歧，2015年美联储加息似乎已经是“板上钉钉”的事情，大势偏空毫无疑问，但在美联储加息之前，黄金短线投机多头的涌入将暂缓下行速度,中国黄金需求令人担忧空头气氛浓厚,隔夜受美国经济数据疲软，金价暂时守住1180关键支撑位，市场对加息时间点再度陷入分歧，2015年美联储加息似乎已经是“板上钉钉”的事情，大势偏空毫无疑问，但在美联储加息之前，黄金短线投机多头的涌入将暂缓下行速度,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003263584888402175
294,记者从海南省工商局了解到，因利用其市场支配地位，以拒绝为用户办理开户手续、拒绝供水为限制条件，自2003年开始，违规收取广大居民群众和企业用水保证金，涉嫌违反国家《反垄断法》有关规定，东方市自来水公司被罚63万元。,海南首例反垄断大案:东方自来水公司被罚没款63万元,记者从海南省工商局了解到，因利用其市场支配地位，以拒绝为用户办理开户手续、拒绝供水为限制条件，自2003年开始，违规收取广大居民群众和企业用水保证金，涉嫌违反国家《反垄断法》有关规定，东方市自来水公司被罚63万元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01947053359457094
295,记者从省住房和城乡建设厅了解到，今年海南省财政安排小城镇建资金1.4个亿，重点投向特色风情小镇建设，安排农村“一事一议”奖补资金也比上年有所增加。省住建厅近日将召开专家评审会，竞争性确定今年2个特色风情小镇。,海南省2015年计划1.4亿元投向特色风情小镇建设,记者从省住房和城乡建设厅了解到，今年海南省财政安排小城镇建资金1.4个亿，重点投向特色风情小镇建设，安排农村“一事一议”奖补资金也比上年有所增加。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09118099089300939
296,中国统计局本周三(4月15日)公布的数据显示，中国一季度GDP总值140667亿元，同比增长7%，预期增长7%，去年四季度增长7.3%。环比增长1.3%，预期增长1.4%，去年四季度增长1.5%,中国一季度GDP增速7%创6年新低,环比增长1.3%，预期增长1.4%，去年四季度增长1.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,清明节到了，对于那些不幸逝去的生命，留给亲人是无尽的痛苦和怀念。“修建环村路本是一件大好事，没想到却闹出了人命。”4月3日，说起村里不久前发生的一起悲剧，屯昌新兴镇黄沙村村民王某连叹惋惜。,昌前任村组长刀砍副组长误以为出人命撞墙自尽,“修建环村路本是一件大好事，没想到却闹出了人命。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,周四美国劳动局数据显示，美国3月批发物价为五个月来首次上升，表明通胀正在企稳，同时这也显示出燃料和汽车成本的上升。美国3月PPI环比上升0.2%，为去年10月以来首次上升,美国生产者物价指数五个月来首次上升,周四美国劳动局数据显示，美国3月批发物价为五个月来首次上升，表明通胀正在企稳，同时这也显示出燃料和汽车成本的上升。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103463675658483
299,26日，“歌手王芳”买水果遭调包有了最终调查结果：涉事水果店被依法取缔，其经营者涉嫌商业贿赂、诈骗，被处以20万元罚款、行政拘留，并被列入企业信用信息公示系统“黑名单”;涉事出租车司机不得在三亚从事道路运输工作。,三亚涉事水果店被取缔罚没20万元,26日，“歌手王芳”买水果遭调包有了最终调查结果：涉事水果店被依法取缔，其经营者涉嫌商业贿赂、诈骗，被处以20万元罚款、行政拘留，并被列入企业信用信息公示系统“黑名单”;涉事出租车司机不得在三亚从事道路运输工作。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02014802143886965
300,记者4月6日上午从海南省气象部门了解到，上周全岛晴好少雨，多地最高气温超36℃，最高澄迈达38.9℃，简直热炸了！本周全岛高温将缓解，中后期受冷空气影响，最高气温下降明显。,本周海南高温将缓解7日-12日多地阵雨最高温下降,记者4月6日上午从海南省气象部门了解到，上周全岛晴好少雨，多地最高气温超36℃，最高澄迈达38.9℃，简直热炸了！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005474870710453651
301,欧元持续走软，美元指数或将继续保持强势。从美元指数4小时图走势来看，美元指数周一冲击100大关，并小幅回落。下方99.10附近是一个重要支撑区域，如果美元指数在此价位附近再次企稳,欧元区持续宽松美指突破100大关指日可待,欧元持续走软，美元指数或将继续保持强势。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017033186037639283
302,从南湾猴岛生态旅游区获悉，4月9日，韩国最大的广播电视台KBS栏目组将携韩国超人气美女组合AOA莅临南湾猴岛生态旅游区取景，进行知名综艺电视节目“AOA精彩的一天”的拍摄。,韩国超人气美女组合AOA即将抵达南湾猴岛,从南湾猴岛生态旅游区获悉，4月9日，韩国最大的广播电视台KBS栏目组将携韩国超人气美女组合AOA莅临南湾猴岛生态旅游区取景，进行知名综艺电视节目“AOA精彩的一天”的拍摄。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08557205355606826
303,不就是一个欢乐节嘛？昨晚圣诞都过了，那些潜水的吃货又要出现了？台湾、重庆、海南等地特色小吃，清补凉、烤羊肉串、蚵仔煎……尼玛，“太多小吃了，我刚刚吃了一路，好吃。”这这！！胖编表示：我才是吃货，求打包,欢乐节开幕了吃货“压力大”,昨晚圣诞都过了，那些潜水的吃货又要出现了？,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015718877363021206
304,据世界黄金协会统计，2013年和2014年黄金的总消费需求分别为4067.7、3923.6吨，其中黄金的珠宝需求分别为2385.9、2152.9吨。可见，在黄金的总需求中，珠宝需求占比最大。因此，黄金的珠宝需求对市场有着显著影响,黄金“珠宝拉动型阶段”能持续多久？,可见，在黄金的总需求中，珠宝需求占比最大。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169861974906263
305,国家工商总局日前发出通知，要求各级工商部门和市场监管部门依法加强食品市场监管，尤其要针对食品市场中存在的“山寨食品”、“傍名牌”等现象，严厉打击侵权假冒、不正当竞争和虚假广告等违法行为。,工商总局:严打山寨食品、傍名牌现象,国家工商总局日前发出通知，要求各级工商部门和市场监管部门依法加强食品市场监管，尤其要针对食品市场中存在的“山寨食品”、“傍名牌”等现象，严厉打击侵权假冒、不正当竞争和虚假广告等违法行为。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013447816951247835
306,自2015年1月1日起，海口市居民生活用水价格每吨上调0.2元，调整为1.75元/吨。据有关部门测算，居民生活用水价格调整后，平均每人每月增加水费支出1.1元。那么问题来了，那种洗衣机更加省水呢？,明年起海口居民生活用水每吨上调0.2元,据有关部门测算，居民生活用水价格调整后，平均每人每月增加水费支出1.1元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05121488961114836
307,继海南华侨中学原校长曾纪宁受贿346万元获刑十年后，该校原副校长史昌涛也因收受贿赂70.7万元，被海口市美兰区检察院提起公诉，近日，美兰区法院一审判处史昌涛有期徒刑七年。,海南华侨中学校长副校长前“腐”后继,继海南华侨中学原校长曾纪宁受贿346万元获刑十年后，该校原副校长史昌涛也因收受贿赂70.7万元，被海口市美兰区检察院提起公诉，近日，美兰区法院一审判处史昌涛有期徒刑七年。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010814410080481555
308,今天，内蒙古高院对呼格吉勒图故意杀人、流氓罪案再审判决，撤销内蒙古高院1996年作出的关于呼格吉勒图案的二审刑事裁定和呼和浩特市中院1996年对呼格吉勒图案作出的一审刑事判决，宣告原审被告人呼格吉勒图无罪，并向其父母送达了再审判决书。,呼格吉勒图无罪！,今天，内蒙古高院对呼格吉勒图故意杀人、流氓罪案再审判决，撤销内蒙古高院1996年作出的关于呼格吉勒图案的二审刑事裁定和呼和浩特市中院1996年对呼格吉勒图案作出的一审刑事判决，宣告原审被告人呼格吉勒图无罪，并向其父母送达了再审判决书。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03659077548575381
309,2013年6月份，海口市第三批重点保护文物——绩龙石桥(又称“续龙石桥”)，在南渡江海口市综合治理南面沟排涝泵站工程施工过程中，被施工方四川红叶建设有限公司拆除。,海口200多年历史“绩龙石桥”被拆施工方成被告,2013年6月份，海口市第三批重点保护文物——绩龙石桥(又称“续龙石桥”)，在南渡江海口市综合治理南面沟排涝泵站工程施工过程中，被施工方四川红叶建设有限公司拆除。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014906383786801687
310,本周三，中国将公布一季度GDP数据。彭博4月10日调查的38位经济学家的预期中位数是7%，这将是中国自2009年一季度以来最低增速。社科院甚至预计，中国一季度经济增速低于7%是“大概率事件”,中国GDP前瞻：可能是六年来最差的季度,彭博4月10日调查的38位经济学家的预期中位数是7%，这将是中国自2009年一季度以来最低增速。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008839374326825921
311,2015年1月11日，海南首家人类精子库正式运行。这家“精子银行“的建立给目前省内300多个正排队等待供精的无子家庭带来了“新生”的希望。如今海南人类精子库运行已经近3个月，到底能否改变海南“精荒”的过去？,5问海南精子库：精子库“货源”从哪来？可靠吗？,这家“精子银行“的建立给目前省内300多个正排队等待供精的无子家庭带来了“新生”的希望。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008301095462822575
312,12月13日，上海市法官、检察官遴选(惩戒)委员会成立，这是全国首个省级法官、检察官遴选(惩戒)委员会，共15名委员受聘。遴选(惩戒)委员会按照“统一提名、党委审批、分级任免”制度安排，提出法官检察官遴选、惩戒意见。,全国首个省级法官、检察官遴选（惩戒）委员会成立,12月13日，上海市法官、检察官遴选(惩戒)委员会成立，这是全国首个省级法官、检察官遴选(惩戒)委员会，共15名委员受聘。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18269610522575339
313,12月26日上午，2014年第十五届海南岛欢乐节主题活动之一“千叟鸡宴暨琼北美食周”活动在海口市白沙门公园启幕，本次活动呼吁大家关注老年人群体，只要是80岁以上的老人，需凭身份证原件现场领取文昌鸡。,海南连续3天为8旬老人免费发千只文昌鸡,12月26日上午，2014年第十五届海南岛欢乐节主题活动之一“千叟鸡宴暨琼北美食周”活动在海口市白沙门公园启幕，本次活动呼吁大家关注老年人群体，只要是80岁以上的老人，需凭身份证原件现场领取文昌鸡。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00402899484413971
314,12月26日上午，孙世文被任命为海口市人民政府副市长。任命结束后，孙世文和其它3位宣誓人面对国徽进行了庄严的宣誓。这也是海南首次启动海口市人大常委会任命人员向宪法宣誓仪式。,海南官员任命首次向宪法宣誓,任命结束后，孙世文和其它3位宣誓人面对国徽进行了庄严的宣誓。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012109013026441871
315,三亚市崖州区大出水村一采石场，因施工造成扬尘污染严重，被当地环保部门下文责令改正。但下达《责令改正通知书》至今已经过去一年多时间了，该采石场仍在生产作业，粉尘污染与噪声让附近居民和种植户苦不堪言。,三亚一采石场粉尘污染严重芒果种植户苦不堪言,三亚市崖州区大出水村一采石场，因施工造成扬尘污染严重，被当地环保部门下文责令改正。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021377723941583868
316,从中长期来看，黄金走势的“主线”即美联储的加息进程，美元的动向和加息预期仍然是黄金走势的风向标。但在美联储决定加息前，金价料不会受到较大打压，投资者需警惕的是美联储释放出的开始加息信号,美元动向和加息预期仍是黄金走势的风向标,但在美联储决定加息前，金价料不会受到较大打压，投资者需警惕的是美联储释放出的开始加息信号,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00956240657444202
317,日前，有细心的市民发现，从绕城高速出来到海口美兰机场的这段路上有了新变化，交警部门在这条路的最右侧车道划了一条白色实线，还设置了千余米的隔离栏杆。据介绍，如果有车辆压倒这条实线并被抓拍，将会被处以100元罚款并记3分。,注意！在美兰机场压这条实线将被扣3分罚100,据介绍，如果有车辆压倒这条实线并被抓拍，将会被处以100元罚款并记3分。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010900096978029118
318,据周杰伦新浪认证官方发言微博消息，天王周杰伦4月3日凌晨在微博po出老婆昆凌的怀孕照片，一张昆凌的逆光孕照，相当美丽，一张则是周董要学昆凌肚子，搞笑塞球放进衣服里，说：“我们来比看谁比较会带球走步。”粉丝纷纷留言大呼“恭喜！”,周杰伦证实昆凌已怀孕晒娇妻大肚照,”粉丝纷纷留言大呼“恭喜！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,上周铁矿石价格跌至47美元，为2008年数据纪录存在以来的最低，今年跌幅已超过30%。周五大连商品交易所铁矿石期货价格也创下新低，本年度跌逾25%。此前铁矿石资源税下调消息传出时，期货曾小幅上涨，利好消息兑现后回落,铁矿石市难救掀国外厂商破产潮,周五大连商品交易所铁矿石期货价格也创下新低，本年度跌逾25%。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01553712569276035
320,4G网络快不快?测测才知道!在海南各大高校4G网络已全面覆盖，学生在用4G网络时速度到底快不快?使用4G网络的情况如何?南海网记者分别在海南大学、海南师范大学、海口经济学院让学生体验，他们惊叹：“4G网络速度太快了，我和我的小伙伴都惊呆了!”,4秒下载15M手机APP,4G网络快不快?测测才知道!在海南各大高校4G网络已全面覆盖，学生在用4G网络时速度到底快不快?使用4G网络的情况如何?南海网记者分别在海南大学、海南师范大学、海口经济学院让学生体验，他们惊叹：“4G网络速度太快了，我和我的小伙伴都惊呆了!”,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,新一轮财报季已至，华尔街可以暂时将美联储和宏观经济政策搁在一边，专注于各大银行的业绩和前景了。包括摩根大通和美国银行在内的大银行将在下周公布其2015年一季度财报,美国银行业财报季到来摩根大通美银整装待发,新一轮财报季已至，华尔街可以暂时将美联储和宏观经济政策搁在一边，专注于各大银行的业绩和前景了。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,海南省气象局12月26日05时发布的天气预报：26日白天到28日夜间，海南大部分地区会有小阵雨，最低气温14度。太阳公公依然躲着不见我们，朋友们要注意保暖哟~~小编最不喜欢湿哒哒的天气，在这拼衣服的季节叫人情何以堪~,未来3天多小阵雨最低温14度,海南省气象局12月26日05时发布的天气预报：26日白天到28日夜间，海南大部分地区会有小阵雨，最低气温14度。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017448767890681335
323,旅游嘉年华，椰城深呼吸。2014年海南岛欢乐节26日隆重启幕，霍夫曼大黄鸭也现身复兴城落日广场龙珠湾的海面，市民可买票入场观看，票价20元。市民和游客还可以在三亚、万宁、儋州、琼中四大分会场参加丰富多彩的活动。,今日开幕啦快来看大黄鸭,市民和游客还可以在三亚、万宁、儋州、琼中四大分会场参加丰富多彩的活动。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,4月2日记者从海口市公安局秀英分局获悉，近日，该局摧毁一个广西籍盗窃车内财物团伙，抓获3名犯罪嫌疑人，破获盗窃车内财物案件20余起，追回涉案财物价值金额近20万元。,海口3男子用电子干扰器阻止锁车盗窃财物逾20宗,4月2日记者从海口市公安局秀英分局获悉，近日，该局摧毁一个广西籍盗窃车内财物团伙，抓获3名犯罪嫌疑人，破获盗窃车内财物案件20余起，追回涉案财物价值金额近20万元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005295924024539148
325,周五(4月10日)亚市早盘，国际现货黄金交投于1195.45美元/盎司，在经过了连续下跌后，黄金又回到了1200美元下方，欧元兑美元的大幅走低是美元指数重新回升至99关口附近的重要因素,国际市场难救赎，多空分割在何处？,周五(4月10日)亚市早盘，国际现货黄金交投于1195.45美元/盎司，在经过了连续下跌后，黄金又回到了1200美元下方，欧元兑美元的大幅走低是美元指数重新回升至99关口附近的重要因素,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545435141870279
326,3月25日，儋州公安边防支队协助广东警方捣毁一个以网上购物的名义进行网络诈骗的窝点，抓获犯罪嫌疑人4名，现场收缴8台笔记本、20部移动电话、40多张电话卡以及部分无线网卡等作案工具。,儋州一网络诈骗窝点被捣毁两根天线露马脚,3月25日，儋州公安边防支队协助广东警方捣毁一个以网上购物的名义进行网络诈骗的窝点，抓获犯罪嫌疑人4名，现场收缴8台笔记本、20部移动电话、40多张电话卡以及部分无线网卡等作案工具。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009752505550693367
327,想要告老板，可是又犯难？一种专门为解决职工和企业之间劳动争议的法庭近年来在一些地方人民法院相继设立。作为解决劳动争议的新探索，被称为“劳动法庭”的专门法庭有望成为依法维护职工权利的“法宝”。,“劳动法庭”应运而生职工维权有新“法宝”,作为解决劳动争议的新探索，被称为“劳动法庭”的专门法庭有望成为依法维护职工权利的“法宝”。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12874330508144843
328,海口市物价局市物价局下发液化石油价格调整通知，二级市场液化石油气最高批发价格(15公斤标准瓶装，下同)每瓶83元;三级市场液化石油气最高零售价格每瓶91元(不含送气服务费)。,海口液化气每瓶最高91元,海口市物价局市物价局下发液化石油价格调整通知，二级市场液化石油气最高批发价格(15公斤标准瓶装，下同)每瓶83元;三级市场液化石油气最高零售价格每瓶91元(不含送气服务费)。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316597195988
329,中国国家统计局今天公布数据显示，3月份CPI同比上涨1.4%，好于预期的1.3%，2月同样也是上涨1.4%。3月份PPI同比下跌4.6%，好于预期跌4.8%，前值下跌4.8%。3月PPI是自去年7月以来首次企稳回升,中国3月PPI跌幅8个月来首次收窄,3月份PPI同比下跌4.6%，好于预期跌4.8%，前值下跌4.8%。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014628063653657535
330,4月3日，记者从海南省文体厅获悉，第七届海南书香节以“共沐书香，培育悦读新常态”为主题，将于2015年4月23日至5月3日举办，主会场设在海口、三亚、儋州、文昌、陵水等5地新华书店，分会场设在海南省其它各市县新华书店。,海南4月底将举办书香节于丹等名家将开讲座,4月3日，记者从海南省文体厅获悉，第七届海南书香节以“共沐书香，培育悦读新常态”为主题，将于2015年4月23日至5月3日举办，主会场设在海口、三亚、儋州、文昌、陵水等5地新华书店，分会场设在海南省其它各市县新华书店。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004315621605804481
331,周四英国央行公布最新利率决议，维持基准利率0.5%和资产购买规模3750亿英镑不变，一如市场预期。自全球金融危机爆发以来，英国央行一直将基准利率维持在0.5%的历史低位,英国央行继续维持利率于历史低位,自全球金融危机爆发以来，英国央行一直将基准利率维持在0.5%的历史低位,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036374995670960676
332,记者日前从海口市获悉，海口今年继续以“零容忍”的态度，从重从快查处B超鉴定性别、非法引产等“两非”案件，对发生“两非”案件的单位要实行“一票否决”，负责人要问责，当事人要严肃处理。,海口严查B超性别鉴定和非法引产问责负责人,记者日前从海口市获悉，海口今年继续以“零容忍”的态度，从重从快查处B超鉴定性别、非法引产等“两非”案件，对发生“两非”案件的单位要实行“一票否决”，负责人要问责，当事人要严肃处理。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010329222874429908
333,针对近日媒体报道山东省青岛即墨、胶州市有消费者食用疑似产自万宁的冰糖黑美人西瓜后出现呕吐、头晕等症状。4月2日，该市成立8个工作小组对8个乡镇的西瓜种植基地生产使用农药情况进行排查，未发现有违规使用农药的情况。,万宁排查全市西瓜种植户未发现违规使用农药,针对近日媒体报道山东省青岛即墨、胶州市有消费者食用疑似产自万宁的冰糖黑美人西瓜后出现呕吐、头晕等症状。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008301095462822575
334,昨日，一网友发帖称，在海口白沙门公园发现“竹签井盖”。对此，公园管理处有关负责人表示，“竹签井盖”符合公园里的使用标准，但他们将对这些“竹签井盖”进行更换。公园方称这些井盖都是在公园里人行道上使用的，而不是马路上负重较大的井盖。,海口白沙门公园现“竹签井盖”,对此，公园管理处有关负责人表示，“竹签井盖”符合公园里的使用标准，但他们将对这些“竹签井盖”进行更换。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07939087147543496
335,24日晚，海口警方“猎狐--2014”专项行动追逃组赴泰国成功规劝偷渡潜逃11年、取得泰国合法居留身份、涉嫌职务侵占公司300多万元的犯罪嫌疑人吴某絮(女，43岁，海南定安人)回国投案自首。至此，海口警方已成功抓获3名在逃境外经济犯罪嫌疑人。,潜逃泰国11年的嫌疑人自首,24日晚，海口警方“猎狐--2014”专项行动追逃组赴泰国成功规劝偷渡潜逃11年、取得泰国合法居留身份、涉嫌职务侵占公司300多万元的犯罪嫌疑人吴某絮(女，43岁，海南定安人)回国投案自首。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01000100025007503
336,记者从省人力资源和社会保障厅获悉，4月1日至10月，用人单位安排劳动者在高温天气(≥35℃)下户外作业的，应当向劳动者发放高温补贴。用人单位不得以发放钱物替代提供防暑降温饮料，防暑降温饮料不得充抵高温津贴。,海南省高温补贴每人每天10元不可用饮料抵充,记者从省人力资源和社会保障厅获悉，4月1日至10月，用人单位安排劳动者在高温天气(≥35℃)下户外作业的，应当向劳动者发放高温补贴。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011407522846435572
337,2015年1月1日起，海口市出租车通过征收每次1元的燃料附加费，疏导车用压缩天然气价格上涨造成出租汽车运营成本上升的矛盾。此次调整，海口市出租汽车燃料附加费收取标准为每车次1元，不进入计价器内，通过运价外向乘客收取燃料附加费。,明年起海口市民打车多花1元,此次调整，海口市出租汽车燃料附加费收取标准为每车次1元，不进入计价器内，通过运价外向乘客收取燃料附加费。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014203609079723397
338,昨日，一网友发帖称，其在海口白沙门公园发现“竹签井盖”，管理处却称“符合公园里的使用标准”，好似市民和媒体尽是没事找事一般，管理处的傲慢和霸道让人心有不甘。“竹签井盖”符合标准，究竟符合了谁的标准？,竹签井盖居然符合标准？还有多少“豆腐渣”？,昨日，一网友发帖称，其在海口白沙门公园发现“竹签井盖”，管理处却称“符合公园里的使用标准”，好似市民和媒体尽是没事找事一般，管理处的傲慢和霸道让人心有不甘。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009223350291325143
339,4月2日，海南省海口市滨海第九小学多名学生家长称，学校食堂饭菜质量差，孩子于4月1日在校午餐后出现腹泄（拉肚子）等症状，现在又拉又痛上不了学。希望有关部门能够深入一线调查事情真相，让孩子们吃上放心午餐。,海口滨海九小多名学生午餐后腹泻学校：肠胃型感冒,希望有关部门能够深入一线调查事情真相，让孩子们吃上放心午餐。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010802314890908065
340,本周市场行情进入关键节点，美联储3月份纪要的公布为未来的市场走势方向定下基调。和上次异常鸽派的会议决议相比，本次纪要的内容却偏向鹰派，这使得美元多头再次获得指路航标，美元指数因此上涨并站上98关口,美联储鹰派纪要打压，金银受累应声大跌,和上次异常鸽派的会议决议相比，本次纪要的内容却偏向鹰派，这使得美元多头再次获得指路航标，美元指数因此上涨并站上98关口,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007205335066302803
341,4月2日，记者从海南省人力资源和社会保障厅获悉，根据有关规定，经省政府同意，决定提高城乡居民基本养老保险基础养老金标准。自2015年1月起，省农村居民基本养老保险基础养老金标准由每人每月135元提高至每人每月145元。,海南农村居民基础养老金每人每月提高至145元,自2015年1月起，省农村居民基本养老保险基础养老金标准由每人每月135元提高至每人每月145元。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164918395379676
342,昨日(8日)公布的FOMC会议纪要内容显示，美联储官员们考虑将隔夜逆回购规模扩大，以此在加息之后控制短期利率。隔夜逆回购项目是美联储若干利率工具之一。美联储曾在2008年12月使用这个工具将短期利率引导至接近零的水平,美联储考虑扩大隔夜逆回购规模,隔夜逆回购项目是美联储若干利率工具之一。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10025157431478134
343,清明将至，海南省红十字会、海南省医学院、省人民医院、省农垦总医院等在海南医学院生命科学馆举行了2015年海南省遗体器官捐献者缅怀纪念活动。截至目前，海南已经有64人报名登记成为遗体捐献自愿者，实现遗体捐献13例。,海南实现遗体捐献13例受捐者清明缅怀遗体器官捐献者,清明将至，海南省红十字会、海南省医学院、省人民医院、省农垦总医院等在海南医学院生命科学馆举行了2015年海南省遗体器官捐献者缅怀纪念活动。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03222323801783205
